"sous_corpus","expression","Phrase(s)"
"Sequoia","se flatter","§ ['nous', 'flattons'] : Monsieur le Président, il est assez incroyable de se trouver dans cette salle -je ne puis guère parler d'assemblée à ce moment précis- et de devoir constater que la traite des esclaves est une réalité qui se poursuit, même dans l'Union européenne- ici, où nous nous flattons d'oeuvrer pour la paix, la liberté, la démocratie et les droits de l'homme."
"Sequoia","mettre en application","§ ['mettre', 'en', 'application'] : En effet, une telle mesure ne nécessiterait pas de ressources financières importantes, et il serait tout à fait possible de la mettre en application."
"Sequoia","faire commentaire","§ ['fasse', 'commentaires'] : Il serait utile que je fasse quelques brefs commentaires sur les raisons de nos recommandations."
"Sequoia","se répéter","§ ['se', 'répétés'] : Ces faits se sont répétés en d'autres occasions."
"Sequoia","donner permission","§ ['donne', 'permission'] : Selon l'article 46 (2) de la loi fondamentale de la république fédérale, les députés du Bundestag ne peuvent pas être appelés à témoigner ou être arrêtés pour une infraction, sauf si le Bundestag en donne la permission, à moins qu'ils ne soient arrêtés en flagrant délit ou le jour suivant le délit."
"Sequoia","donner indication","§ ['donné', 'indication'] : La Commission n'a donné aucune indication à ce sujet."
"Sequoia","avoir cours","§ ['avoir', 'cours'] : Pour ce qui est des ingrédients, les mêmes valeurs devraient avoir cours pour les exportations de l'Europe vers les pays tiers."
"Sequoia","recevoir ordre","§ ['reçoivent', 'ordre'] : Le 10 mars 1915 à cinq heures du matin, après deux mois d'accrochages sans résultat tangible dans le secteur et deux récentes attaques infructueuses, les poilus de la 21e compagnie du 336e régiment d'infanterie, reçoivent l'ordre d'attaquer de nouveau à la baïonnette et de reprendre les positions ennemies établies au nord du village de Souain."
"Sequoia","trouver à redire","§ ['trouver', 'à', 'redire'] : Le 26 mars 1922, le dossier des caporaux de Souain était rejeté par la Cour de Cassation qui jugeait sur la forme sans trouver à redire sur le fond, puis une seconde fois le 21 avril 1926."
"Sequoia","se inspirer","§ [""s'"", 'inspiré'] : Le film de Stanley Kubrick, Les Sentiers de la gloire, qui reste une fiction relative aux fusillés pour l'exemple de la Première Guerre mondiale, s'est inspiré en partie de ce fait réel."
"Sequoia","faire enquête","§ ['fait', 'enquête'] : Il est surprenant que le congrès américain n'ait pas fait une enquête préalable sur l'identité de la jeune fille avant de la laisser ""témoigner"" devant leur assemblée."
"Sequoia","avoir à voir","§ ['avaient', 'à', 'voir'] : À partir de ce jour, Valéry Giscard d'Estaing ne lira plus Le Monde, blessé par les accusations fondées sur les seules informations du Canard enchaîné, et par la mise en cause de son père et de ses cousins dans des activités liées à l'Afrique mais qui n'avaient rien à voir avec Bokassa et son cadeau."
"Sequoia","traiter par le mépris","§ ['traiter', 'par', 'le', 'mépris'] : Le Président décide de traiter l'affaire par le mépris et fait confiance aux autres journaux pour mener une enquête scrupuleuse qui rétablirait la vérité."
"Sequoia","mener enquête","§ ['mener', 'enquête'] : Le Président décide de traiter l'affaire par le mépris et fait confiance aux autres journaux pour mener une enquête scrupuleuse qui rétablirait la vérité."
"Sequoia","accusation porter","§ ['accusation', 'portée'] : La piètre défense, teintée de mépris, de Valéry Giscard d'Estaing accrédite finalement aux yeux du public l'accusation portée par Le Canard enchaîné."
"Sequoia","signer accord","§ ['signe', 'accords'] : Il signe des accords avec la République démocratique du Congo et le HCR pour le retour des réfugiés qui avaient fui la guerre civile en se réfugiant à Kinshasa.  § ['accords', 'signés'] : En juillet de l'année suivante, les accords de Genève étaient signés et l'Indochine française avait vécu."
"Sequoia","se réfugier","§ ['se', 'réfugiant'] : Il signe des accords avec la République démocratique du Congo et le HCR pour le retour des réfugiés qui avaient fui la guerre civile en se réfugiant à Kinshasa."
"Sequoia","faire descente","§ ['faire', 'descente'] : Quelques heures avant le verdict, les militaires menacent, dans le cas où leur hiérarchie serait condamnée, de faire une descente et des exactions dans le quartier de Poto-Poto."
"Sequoia","faire exaction","§ ['faire', 'exactions'] : Quelques heures avant le verdict, les militaires menacent, dans le cas où leur hiérarchie serait condamnée, de faire une descente et des exactions dans le quartier de Poto-Poto."
"Sequoia","plainte déposer","§ ['plaintes', 'déposées'] : Les plaintes déposées en France se heurtent à des difficultés.  § ['déposent', 'plainte'] : - 9 janvier 1989 : Quatre électeurs écologistes déposent plainte à Paris avec constitution de partie civile."
"Sequoia","se heurter","§ ['se', 'heurtent'] : Les plaintes déposées en France se heurtent à des difficultés.  § ['se', 'heurtant'] : L'enquête a peu progressé, les magistrats se heurtant systématiquement au secret défense.  § [""s'"", 'heurtée'] : Évoquant dès le début de son réquisitoire, devant la 11e chambre du tribunal correctionnel de Paris, la question du financement politique, elle a relevé que ""l'instruction n'a pas trouvé de réponse et s'est heurtée au silence et aux flux financiers des sociétés off-shore""."
"Sequoia","procéder à exorcisme","§ ['procéda', 'à', 'exorcismes'] : Un procès en sorcellerie fut instruit sur la demande de Richelieu, on procéda à de nombreux exorcismes sur les soeurs, et Urbain Grandier fut condamné à mort, torturé et brûlé."
"Sequoia","appel interjeter","§ ['Appel', 'interjeté'] : Appel interjeté ce qui suspend son application."
"Sequoia","pression subir","§ ['pressions', 'subir'] : - Dimanche 1er février 2004 : Le président Jacques Chirac demande la création d'une commission d'enquête sur les effractions et les pressions dont auraient eu à subir les magistrats de Nanterre ayant eu à suivre le dossier de l'Affaire des emplois fictifs de la mairie de Paris dans lequel est impliqué Alain Juppé."
"Sequoia","se pourvoir en cassation","§ [""s'"", 'pourvu', 'en', 'cassation'] : En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
"Sequoia","mettre en cause","§ ['mettant', 'en', 'cause'] : - 15 février 1989 : La Cour de cassation renvoie le dossier à Amiens en vertu du privilège de juridiction qui impose alors le dépaysement des dossiers mettant en cause des élus.  § ['mis', 'en', 'cause'] : - Le 24 juillet 2006, l'ex-ministre socialiste de la défense Alain Richard a mis en cause François Mitterrand et son premier ministre Edouard Balladur entre 1993 et 1995 dans le versement de ces rétro-commissions.  § ['met', 'en', 'cause'] : - 30 mai 1996 : François Ciolina met en cause Jean Tiberi, maire de Paris."
"Sequoia","remporter victoire","§ ['remportent', 'victoire'] : - 12 et 19 mars 1989 : Jacques Chirac et les listes UDF-RPR remportent la victoire dans les vingt arrondissements parisiens, réalisant le ""grand chelem""."
"Sequoia","recours former","§ ['recours', 'formés'] : - 6 février 1998 : Les recours formés contre Laurent Dominati par Dominique Bertinotti (PS) et Yves Contassot (Vert) devant le Conseil constitutionnel sont rejetés au motif que les erreurs dans les inscriptions sur les listes électorales relevées dans le 3e arrondissement durant les élections législatives de 1997 ne constituent pas des ""manoeuvres""."
"Sequoia","se racheter","§ ['se', 'racheter'] : - 8 juillet 2000 : Gérard Merle, ancien responsable de la section parisienne du RPR et témoin, déclare aux enquêteurs que Jacques Chirac voulait se racheter de la présidentielle perdue de 1988 ""par une victoire dans les vingts arrondissements de Paris aux municipales de 1989""."
"Sequoia","porter atteinte","§ ['porté', 'atteinte'] : Les Dominati doivent répondre de ""manoeuvres frauduleuses"" ayant ""porté atteinte à la sincérité"" des élections municipales de 1989 et 1995.  § ['portent', 'atteinte'] : ""Ce sont des faits exceptionnels, qui portent atteinte aux fondements même de notre société démocratique""."
"Sequoia","ségrégation mener","§ ['ségrégation', 'menée'] : L'affaire des fiches (parfois appelée affaire des casseroles) concerne un fichage et une ségrégation politique et religieuse menée dans l'armée française au début du XXe siècle."
"Sequoia","faire appel","§ ['fait', 'appel'] : L'année suivante André fait appel aux cellules locales (appelées loges ou ateliers) du Grand Orient de France, organisation maçonnique qui est à l'époque pleinement engagée dans la lutte pour la séparation de l'Église et de l'État, pour établir au total 25 000 fiches sur les opinions politiques et religieuses des officiers se rendant à la messe.  § ['fait', 'appel'] : Le tribunal a condamné 43 prévenus, dont 14 ont fait appel.  § ['faire', 'appel'] : En grande majorité, les condamnés ont renoncé à faire appel, comme l'ex-président du conseil régional Michel Giraud, l'ex-trésorier du Parti républicain Jean-Pierre Thomas et Gérard Peybernès, ancien président de l'association nationale de financement du PS."
"Sequoia","donner suite","§ ['donnent', 'suite'] : Si de nombreux vénérables (généralement ceux des loges bourgeoises modérées qui désapprouvent les excès du combisme) ne donnent pas suite, ne voulant se compromettre dans une opération de ""basse politique"", d'autres, surtout ceux des ateliers les plus extrémistes (radicaux ou socialistes), se lancent avec enthousiasme dans l'opération par haine du clergé, de la religion ou même de l'armée."
"Sequoia","se apprêter","§ [""s'"", 'apprêtait'] : Elles sont publiées le 27 octobre 1904, et Louis André est contraint de démissionner quelques jours plus tard, après avoir été giflé sur le banc même des ministres dans un geste mélodramatique par le député nationaliste Gabriel Syveton, que l'on retrouvera mort mystérieusement quelques jours plus tard, suicidé les veines ouvertes dans son bain, la veille d'une séance où il s'apprêtait à faire de nouvelles révélations, probablement plus victime de son épouse et de son amant que du ""poignard des Kadosh"".  § [""s'"", 'apprête'] : Une femme, Françoise Montfort, présidente de la société AVS (Assainissement voierie service), s'apprête à remettre 46 000 francs dans une enveloppe à un homme d'affaires, Jean-Paul Schimpf, ex-gérant d'une filiale de la Screg.  § [""s'"", 'apprêtait'] : Maître Vergès, plaide : l'opération paillote n'a été qu'une ""manipulation barbouzarde"" visant à ""éliminer un préfet de Corse qui devenait gênant pour un gouvernement qui s'apprêtait à dialoguer avec les clandestins""."
"Sequoia","faire révélation","§ ['faire', 'révélations'] : Elles sont publiées le 27 octobre 1904, et Louis André est contraint de démissionner quelques jours plus tard, après avoir été giflé sur le banc même des ministres dans un geste mélodramatique par le député nationaliste Gabriel Syveton, que l'on retrouvera mort mystérieusement quelques jours plus tard, suicidé les veines ouvertes dans son bain, la veille d'une séance où il s'apprêtait à faire de nouvelles révélations, probablement plus victime de son épouse et de son amant que du ""poignard des Kadosh"".  § ['révélations', 'faire'] : Pierre Brochand était notamment interrogé sur des révélations qu'aurait pu faire Thierry Imbot, ancien conseiller commercial à la représentation française à Taïwan au début des années 90 et qui travaillait également pour la DGSE."
"Sequoia","sembler t il","§ ['semble', '-t', '-il'] : Il est à noter que le général André ne fut jamais, semble-t-il, franc-maçon lui-même, et qu'il avait choisi cette organisation pour des raisons essentiellement pratiques pour cette sorte de ""flicage"" : le nombre important de ses membres pour l'époque et surtout leur dispersion géographique sur tout le territoire métropolitain et colonial, l'anonymat ou le secret de l'appartenance de la plupart des simples adhérents, leur culte apparent du secret et bien sûr leur bonne disposition politique de principe."
"Sequoia","mettre veto","§ ['met', 'veto'] : Le ministère des Affaires étrangères, alors dirigé par Roland Dumas, met son veto, relayant ainsi l'opposition de la Chine à cette transaction."
"Sequoia","mettre un sourdine","§ ['met', 'une', 'sourdine'] : Après plusieurs mois, la Chine met une sourdine à ses objections et le ministère français des Affaires étrangères lève son veto."
"Sequoia","être le objet","§ ['fut', ""l'"", 'objet'] : Il fut l'objet de plus de 500 millions de dollars de commissions et rétrocommissions qui ont nourri beaucoup de fantasmes et fut entouré d'une épidémie de morts subites (noyades, défenestrations, accidents thérapeutiques)."
"Sequoia","entretien accorder","§ ['entretien', 'accordé'] : Ces intermédiaires ont distribué des sommes que Roland Dumas avait publiquement estimé en 1998 à ""2,5 milliards de francs environ"", avant de réévaluer ce chiffre à ""5 milliards de francs"" dans un entretien accordé au Nouvel Observateur le 9 mars 2000.  § ['entretien', 'accordé'] : Il fait aujourd'hui l'objet d'un mandat d'arrêt international, et dans un entretien accordé au Monde, il confirme la position ""officielle"" selon laquelle il n'y aurait pas eu de versement de rançon."
"Sequoia","se monter","§ ['se', 'montèrent'] : Soumis à l'""autorisation de transfert ""du 17 septembre 1991 de la part de la direction générale des douanes du ministère du Budget, alors dirigé par le socialiste Michel Charasse, les ""rémunérations"" consenties se montèrent à près de 3 milliards de francs pour le réseau A et à quelque 80 millions de francs pour le réseau B, selon les informations confiées en 1998 à la brigade financière par l'ancien directeur de Thomson pour l'Asie, Alain Fribourg.  § ['se', 'montent'] : Les montants détournés aux frais du contribuable francilien se montent à plusieurs dizaines de millions d'euros (300 à 600 millions de francs)."
"Sequoia","en croire","§ ['en', 'croire'] : à en croire Alain Fribourg, la disproportion entre les deux commissions s'expliquait par le fait que les ""négociations"" menées à Taïwan par Andrew Wang avaient ""permis d'obtenir"" l'augmentation du volume du marché conclu avec Taïpeh, passant de 12 milliards initialement prévus à 16 milliards de francs lors de la signature finale."
"Sequoia","faire le objet autorisation","§ ['faisaient', ""l'"", 'objet', 'autorisations'] : Les juges exigent les contrats de commissions, qui faisaient l'objet d'autorisations au plus haut niveau chez Thomson et au ministère des Finances."
"Sequoia","transfert effectuer","§ ['transfert', 'effectué'] : En avril 2001, 250 millions de francs suisses (1 milliard de francs) sont bloqués lors d'un transfert bancaire effectué par le fils d'un autre intermédiaire : Andrew Wang, patron du ""réseau A"" d'intermédiaires."
"Sequoia","tenir dans le ignorance","§ ['tenu', 'dans', ""l'"", 'ignorance'] : Mais s'il rencontra Alfred Sirven, Jean-François Briand fut tenu dans l'ignorance du rôle joué par Christine Deviers-Joncour, a fortiori de sa proximité avec le ministre des Affaires étrangères Roland Dumas."
"Sequoia","entendre parler","§ ['entendu', 'parler'] : Et lors de son voyage en Chine, Jean-François Briand n'avait entendu parler d'aucune intervention du prétendu ""réseau Elf"", qu'était censé incarner sur place l'homme d'affaires Edmond Kwan.  § ['entendu', 'parler'] : Roland Dumas, ancien ministre des Affaires étrangères, et ancien proche de François Mitterrand, reconnaît alors avoir entendu parler du ""versement d'une commission de 500 millions de dollars autorisée par le gouvernement français"" et ""d'un possible retour en France"" des fonds (Voir Affaire Dumas)."
"Sequoia","menace recevoir","§ ['menaces', 'reçut'] : Cet oubli est peut-être dû aux menaces de mort explicites qu'elle reçut alors de la part d'officiers supérieurs français, peu avant le suicide de son propre mari."
"Sequoia","se enliser","§ [""s'"", 'enlisera'] : C'est Renaud van Ruymbeke qui reprendra alors ce dossier qui s'enlisera dans les sables du secret défense."
"Sequoia","se orienter","§ [""s'"", 'orienter'] : Les magistrats semblent s'orienter vers une décision de non-lieu."
"Sequoia","classer sans suite","§ ['classée', 'sans', 'suite'] : L'enquête sur sa mort a été classée sans suite, étant considérée comme accidentelle."
"Sequoia","garder silence","§ ['gardé', 'silence'] : Il apparaît que Nicolas Sarkozy était au courant de l'affaire dès septembre 2004, mais a gardé le silence sans chercher à se défendre jusqu'à début 2006."
"Sequoia","mettre sur pied","§ ['mis', 'sur', 'pied'] : Depuis, treize responsables militaires et quinze marchands d'armes ont été incarcérés à Taïwan dans le cadre de cette affaire et, en juillet 2000, le nouveau président taïwanais Chen Shui-bian a mis sur pied une commission d'enquête."
"Sequoia","entretenir contact","§ ['entretenu', 'contacts'] : Comme Jean-Claude Albessard, Jean-Claude Desjeux aurait entretenu des contacts étroits avec l'intermédiaire Andrew Wang."
"Sequoia","trouver le mort","§ ['trouvé', 'la', 'mort'] : De nombreux protagonistes ont trouvé la mort depuis la signature du contrat :"
"Sequoia","porter coup","§ ['portant', 'coups'] : En décembre 1993, il est retrouvé noyé dans la baie de Taipeh, portant de violents coups à la nuque."
"Sequoia","se écraser","§ [""s'"", 'écrase'] : En mai 2001, il s'écrase en bas de son immeuble à Neuilly, dans la banlieue de Paris."
"Sequoia","chercher preneur","§ ['cherchent', 'preneurs'] : - Les frégates de Taïwan cherchent preneurs, Libération, 29 octobre 2004"
"Sequoia","se étendre","§ [""s'"", 'étendant'] : L'enquête sur l'affaire des HLM de Paris (OPAC) a débuté en septembre 1994 pour des faits s'étendant entre 1989 et 1995."
"Sequoia","marché passer","§ ['marchés', 'passés'] : - 20 janvier 1994 : la Direction générale des impôts (DGI) transmet au parquet de Créteil une enquête sur une entreprise appartenant à Francis Poullain, soupçonné d'avoir réglé des fausses factures par l'intermédiaire de ses sociétés, lesquelles auraient bénéficié de marchés passés par l'OPAC (Office public d'aménagement et de construction de la ville de Paris)."
"Sequoia","garder anonymat","§ ['garder', 'anonymat'] : Eric Halphen reçoit une personne désireuse de garder l'anonymat."
"Sequoia","faire aller et retour","§ ['fait', 'aller', 'et', 'retour'] : Plusieurs hommes auraient, pour le compte de Francis Poullain, fait plusieurs aller et retour entre la France et l'Afrique pour transporter des fonds."
"Sequoia","en avoir le coeur net","§ ['en', 'avoir', 'le', 'coeur', 'net'] : Le juge, souhaitant en avoir le coeur net, prend une série d'initiatives."
"Sequoia","prendre en flagrant délit","§ ['pris', 'en', 'flagrant', 'délit'] : ce dernier est pris en flagrant délit d'extorsion de fonds."
"Sequoia","prendre vacances","§ ['prend', 'vacances'] : Révélée au grand jour, cette ""affaire dans l'affaire"" a une conséquence immédiate : elle déstabilise le juge Éric Halphen, qui prend quelques jours de vacances."
"Sequoia","recevoir coup de fil","§ ['reçoit', 'coup', 'de', 'fil'] : - 1er février 1995 : Éric Halphen reçoit à son cabinet un coup de fil anonyme."
"Sequoia","se évertuer","§ [""s'"", 'évertué'] : - 2002-2004 : successeur d'Éric Halphen, le juge d'instruction Armand Riberolles s'est évertué à reprendre les actes annulés par la cour d'appel de Paris."
"Sequoia","audition conduire","§ ['auditions', 'conduites'] : Les multiples auditions conduites par le juge Armand Riberolles ont essentiellement porté sur le rôle du promoteur Jean-Claude Méry, dont les révélations avaient relancé l'enquête."
"Sequoia","mettre le couteau sous le gorge","§ ['mis', 'le', 'couteau', 'sous', 'la', 'gorge'] : Jean-Claude Méry, expliquait-il, lui avait mis ""le couteau sous la gorge""."
"Sequoia","avoir affaire","§ ['avoir', 'affaire'] : Le procureur pense avoir affaire à ""un système ""sophistiqué"" visant justement à se rendre invisible aux médias et à l'opinion publique en agissant lors de phases de jeu ""litigieuses"", mais pas sur des actions incontestables""."
"Sequoia","mettre en avant","§ ['mettent', 'en', 'avant'] : Ils mettent en avant le manque de témoignages les concernant."
"Sequoia","se attarder","§ [""s'"", 'attarde'] : Cette note -qui est à l'origine d'une information judiciaire ouverte et confiée à la juge d'instruction Isabelle Prévost-Desprez- ne s'attarde pas réellement sur le paiement d'une hypothétique rançon, mais détaille plutôt un système de ""rétro-commissions"" qui y serait lié."
"Sequoia","versement faire","§ ['versements', 'faits'] : Selon cette note, publiée par Le Monde, le circuit est le suivant : des versements en provenance d'un compte suisse, dont l'homme d'affaires libanais Iskandar Safa est le titulaire, étaient faits sur deux comptes français."
"Sequoia","faire le objet mandat de arrêt","§ ['fait', ""l'"", 'objet', 'mandat', ""d'"", 'arrêt'] : Il fait aujourd'hui l'objet d'un mandat d'arrêt international, et dans un entretien accordé au Monde, il confirme la position ""officielle"" selon laquelle il n'y aurait pas eu de versement de rançon."
"Sequoia","chasser sur le terre","§ ['chassent', 'sur', 'les', 'terres'] : Le Canard enchaîné ""verrait bien l'intérêt de Chevènement, ou de Villiers, qui chassent sur les mêmes terres que Pasqua"", avant de conclure que ""ni l'un ni l'autre ne disposaient des moyens nécessaires pour lancer pareil missile""."
"Sequoia","subir retouche","§ ['subi', 'retouches'] : Plusieurs clichés de ce photographe sont particulièrement dénoncées au début du mois d'août 2006, comme ayant subi d'importantes retouches ou des mises en scène [2].  § ['subi', 'retouches'] : D'autres photos semblent assez clairement avoir subi des retouches pour accentuer leur caractère dramatique."
"Sequoia","subir mise en scène","§ ['subi', 'mises', 'en', 'scène'] : Plusieurs clichés de ce photographe sont particulièrement dénoncées au début du mois d'août 2006, comme ayant subi d'importantes retouches ou des mises en scène [2]."
"Sequoia","montrer de le doigt","§ ['montrées', 'de', 'le', 'doigt'] : Deux autres photos sont également montrées du doigt."
"Sequoia","mise en évidence","§ ['mise', 'en', 'évidence'] : Après la mise en évidence de certaines de ces ""anomalies"" par les blogs américains Little Green Footballs et My Pet Jawa, l'agence Reuters a retiré les clichés et a admis que des photos avaient subi des modifications [5][6]."
"Sequoia","subir modification","§ ['subi', 'modifications'] : Après la mise en évidence de certaines de ces ""anomalies"" par les blogs américains Little Green Footballs et My Pet Jawa, l'agence Reuters a retiré les clichés et a admis que des photos avaient subi des modifications [5][6]."
"Sequoia","susciter intérêt","§ ['suscita', 'intérêt'] : L'affaire fut mise à jour en 1950, mais ne suscita qu'un intérêt limité chez les parlementaires, jusqu'en 1952-1953 où l'on se rendit compte que le Viet Minh en profitait également, et qu'une partie des armes tournées contre les soldats français (y compris tiralleurs sénégalais et marocains) avaient donc été acquises grâce à ce trafic entretenu par l'avidité de certains."
"Sequoia","se rendre compte","§ ['se', 'rendit', 'compte'] : L'affaire fut mise à jour en 1950, mais ne suscita qu'un intérêt limité chez les parlementaires, jusqu'en 1952-1953 où l'on se rendit compte que le Viet Minh en profitait également, et qu'une partie des armes tournées contre les soldats français (y compris tiralleurs sénégalais et marocains) avaient donc été acquises grâce à ce trafic entretenu par l'avidité de certains."
